symbol,date,open,high,low,close,volume,sources
SOL,2025-08-11,182.81651823655,186.77,173.47,174.92891029085,3835898614.865,2
SOL,2025-08-12,174.92891728475,193.7,173.66,191.78841274615002,4561388605.639999,2
SOL,2025-08-13,191.78841274615002,204.92,191.45,201.6052124947,6359773945.61,2
SOL,2025-08-14,201.60336303095,209.89,187.35,192.59797705295,7839002743.285,2
SOL,2025-08-15,192.5988805581,198.19,183.44,185.81562776279998,4077995146.2349997,2
SOL,2025-08-16,185.81477747194998,190.14,185.36,189.75349973885,1959059488.2649999,2
SOL,2025-08-17,189.75292475485,195.91,187.53,191.1574139919,2254597540.585,2
SOL,2025-08-18,191.1572480982,191.44,180.11,183.03493247015,3358252867.555,2
SOL,2025-08-19,183.03484551365,185.92,175.68,176.16113861315,3186754185.94,2
SOL,2025-08-20,176.16193936425,188.02,176.05,187.77815378945002,3326374553.5950003,2
SOL,2025-08-21,187.77815378945002,190.08,179.37,180.2803102368,2877137803.75,2
SOL,2025-08-22,180.27984969304998,202.53,177.29,200.64372299964998,5455072633.705,2
SOL,2025-08-23,200.64308194709997,208.4,195.24,204.00337156889998,4177571983.1549997,2
SOL,2025-08-24,204.00357677505,211.94,201.09,205.9061826065,6095101425.595,2
SOL,2025-08-25,205.9077166532,213.47,185.46,187.24922327655,7014439671.18,2
SOL,2025-08-26,187.24420955845,198.11,185.67,195.89254637455,4257417328.845,2
SOL,2025-08-27,195.89300569015,212.08,193.83,202.9316873469,6949044633.965,2
SOL,2025-08-28,202.93285031279999,216.89,201.69,214.42781942405,6541394187.5199995,2
SOL,2025-08-29,214.42566893614998,217.94,199.93,205.17499739800002,7658288431.709999,2
SOL,2025-08-30,205.17224236265,207.03,197.6,202.80006673785,3090506662.42,2
SOL,2025-08-31,202.79859795430002,206.64,200.36,200.76676783695,2686320509.555,2
SOL,2025-09-01,200.76593448979997,204.53,194.22,197.21417264515,3890881403.2799997,2
SOL,2025-09-02,197.2147981416,209.68,196.77,209.55576971515,4668314487.929999,2
SOL,2025-09-03,209.55639641185002,213.01,207.46,210.78815036470002,3717748265.3450003,2
SOL,2025-09-04,210.78815036470002,212.01,201.87,202.45009363295,2825330783.365,2
SOL,2025-09-05,202.4433663684,210.04,201.03,203.4442585214,4165604711.85,2
SOL,2025-09-06,203.4442585214,204.65,199.37,200.21815564029998,1641183721.585,2
SOL,2025-09-07,200.2186795878,207.93,200.17,206.41408969665002,2216933299.625,2
SOL,2025-09-08,206.41226639585,217.14,205.59,214.1632011867,5436756981.835,2
SOL,2025-09-09,214.16327087004998,219.75,210.92,217.24534679020002,4709361665.785,2
SOL,2025-09-10,217.24519584655002,225.97,215.13,224.05845540065002,4897559321.445,2
SOL,2025-09-11,224.0578442045,229.03,221.8,228.8030930334,5145647169.345,2
SOL,2025-09-12,228.8031205728,244.27,228.23,242.33164295985,7140543857.83,2
SOL,2025-09-13,242.33048629625,244.31,235.6,242.54295447200002,4048820876.25,2
SOL,2025-09-14,242.5427975471,249.92,239.35,240.22384568795,5137755220.525,2
SOL,2025-09-15,240.2190512284,244.08,230.21,234.37378293159998,5504847382.335,2
SOL,2025-09-16,234.37461144675,240.98,231.36,236.99479211255,4138653649.25,2
SOL,2025-09-17,236.98876445505,246.71,232.36,244.8887243149,5676934553.505,2
SOL,2025-09-18,244.88565514599998,253.58,242.68,247.61856829365001,5052885792.219999,2
SOL,2025-09-19,247.6191257138,248.64,235.27,238.60635468110002,4091149273.8599997,2
SOL,2025-09-20,238.60487733629998,241.31,237.07,239.59623877545,1873326662.1950002,2
SOL,2025-09-21,239.59665173,241.94,235.46,236.44772473594998,1868236662.18,2
SOL,2025-09-22,236.4471123984,237.08,216.17,220.5282255725,6603632959.1050005,2
SOL,2025-09-23,220.53195582454998,221.77,212.52,213.5286484206,4007672884.5950003,2
SOL,2025-09-24,213.52535916940002,216.5,205.05,211.72312783795002,4542145360.03,2
SOL,2025-09-25,211.7217222177,212.53,191.49,192.60538153695,6786165466.21,2
SOL,2025-09-26,192.6139821974,205.63,190.93,205.31627494065,5743435702.530001,2
SOL,2025-09-27,205.31259181165,205.56,200.01,203.58166744,2142912800.375,2
SOL,2025-09-28,203.58162135735,211.03,198.1,210.82887579865,2415659040.27,2
SOL,2025-09-29,210.8298628457,214.87,204.77,212.9816993412,3721909370.235,2
SOL,2025-09-30,212.97748092569998,213.83,204.32,208.7465563154,3733557347.55,2
SOL,2025-10-01,208.7461178753,222.86,206.43,221.9179361356,4477223787.9800005,2
SOL,2025-10-02,221.92736335235,235.04,219.67,234.87843319995,5236383776.73,2
SOL,2025-10-03,234.87699091644998,237.17,227.34,232.9809880236,5036829542.9,2
SOL,2025-10-04,232.9804858226,234.2,224.33,227.9966029048,2431340206.7999997,2
SOL,2025-10-05,227.9962484339,237.29,226.64,228.6355990452,3807860657.315,2
SOL,2025-10-06,228.63555187539998,237.91,227.66,232.49302078530002,4067243246.2,2
SOL,2025-10-07,232.47,235.27,221.6,223.27,484674786.78,1
USDT,2025-07-08,1.0000087394,1.0014471792,0.9995835248,1.0002128562,61978988726.01,1
USDT,2025-07-09,1.0001064281,1.007,0.9739,1.0002657843,44655242283.965,2
USDT,2025-07-10,1.0002789831999999,1.007,0.953,1.00001066965,59291834164.04,2
USDT,2025-07-11,1.0000218432499999,1.012,0.9805,0.9999310162,74710816458.05,2
USDT,2025-07-12,0.99997698035,1.007,0.9961,1.00014097635,39110363456.585,2
USDT,2025-07-13,1.0001283171000002,1.004,0.9848,1.00019322105,39543647485.145,2
USDT,2025-07-14,1.0002011631999999,1.028,0.9925,1.00001196935,69944080192.055,2
USDT,2025-07-15,1.00002233215,1.019,0.9826,1.0000383377,73555323032.235,2
USDT,2025-07-16,1.0000383377,1.013,0.9866,1.0007082290999998,68367922824.475,2
USDT,2025-07-17,1.0007082290999998,1.015,0.9858,1.00084672735,72643945936.99501,2
USDT,2025-07-18,1.000852696,1.037,0.9761,1.00081371,85695981530.285,2
USDT,2025-07-19,1.00080687345,1.005,0.9772,1.0007353669499999,42277819148.79,2
USDT,2025-07-20,1.0007309502,1.018,0.9533,1.0006084487,60610378016.125,2
USDT,2025-07-21,1.0006472332,1.026,0.9845,1.0006488408499998,71263338749.45,2
USDT,2025-07-22,1.0006348584999998,1.003,0.9686,1.00063571135,76403593633.645,2
USDT,2025-07-23,1.0006492834,1.038,0.9726,1.0007215094,70892495723.76,2
USDT,2025-07-24,1.0007012848999999,1.018,0.947,1.0008468235999999,70139549214.47,2
USDT,2025-07-25,1.0003468236000002,1.008,0.9757,1.00009809695,80333196033.21501,2
USDT,2025-07-26,1.00011759915,1.004,0.9935,1.0001779733,40697894442.10999,2
USDT,2025-07-27,1.0001790646,1.003,0.987,1.00013031925,46889541665.23499,2
USDT,2025-07-28,1.0001439671,1.015,0.9944,1.000027897,61247397502.395004,2
USDT,2025-07-29,1.0000077571000001,1.011,0.9914,0.99990298975,59616791340.515,2
USDT,2025-07-30,0.99992116955,1.008,0.9825,0.99997770125,58532779063.87,2
USDT,2025-07-31,0.9999811004,1.027,0.9977,0.99997835515,57754007258.04,2
USDT,2025-08-01,0.9999051516999999,1.024,0.9945,0.9995348294999999,74632456256.575,2
USDT,2025-08-02,0.9995446855000001,1.042,0.9924,0.9997334918,45416379107.104996,2
USDT,2025-08-03,0.9997905712999999,1.005,0.98,1.0000247729,34314356027.66,2
USDT,2025-08-04,1.00005911235,1.006,0.992,0.9999463584,47127232925.685,2
USDT,2025-08-05,0.99995763835,1.009,0.9869,0.99993608175,50116710893.04,2
USDT,2025-08-06,0.9999586409,1.007,0.9858,1.00009794235,43084260761.975,2
USDT,2025-08-07,1.0000960308,1.005,0.9332,1.0001435883,56875392348.585,2
USDT,2025-08-08,1.0001470562499999,1.015,0.968,1.0000454177,60062233127.13,2
USDT,2025-08-09,1.000014718,1.015,0.9406,1.0001343783999999,54556473213.815,2
USDT,2025-08-10,1.00012710175,1.019,0.979,1.00012541895,55129328957.28,2
USDT,2025-08-11,1.00012624585,1.033,0.9864,1.0001453248,76816327049.225,2
USDT,2025-08-12,1.0001339236,1.01,0.9195,0.99985263905,72727795407.45999,2
USDT,2025-08-13,0.9998514289,1.008,0.9609,1.0006790106499999,88087652806.22499,2
USDT,2025-08-14,1.0006574856,1.054,0.9805,1.00082581715,104981351454.485,2
USDT,2025-08-15,1.0008792681999998,1.052,0.9845,1.0008166346,68041358734.95,2
USDT,2025-08-16,1.00081090705,1.016,0.9896,1.0008154675999998,39215111205.82,2
USDT,2025-08-17,1.00081335175,1.023,0.9834,1.00082759345,42317517704.265,2
USDT,2025-08-18,1.00080815625,1.04,0.9801,1.0002372836,67795847626.445,2
USDT,2025-08-19,1.0002054419,1.069,0.9979,1.00010397415,66834222740.625,2
USDT,2025-08-20,1.0000641138000002,1.01,0.9371,1.00002737625,64415716888.345,2
USDT,2025-08-21,1.0000343695,1.021,0.9955,0.9997725324,49852882654.91,2
USDT,2025-08-22,0.9998150091,1.011,0.871,0.99980687215,88984889815.84,2
USDT,2025-08-23,0.9997891687,1.011,0.9754,0.9996357107,53415327444.745,2
USDT,2025-08-24,0.99968271925,1.037,0.9858,0.99994345015,72423523848.995,2
USDT,2025-08-25,0.9999360285500001,1.032,0.9925,1.000061637,84318476280.34,2
USDT,2025-08-26,1.0000476018,1.006,0.9726,1.0001580674000001,69218069328.51,2
USDT,2025-08-27,1.0001361188,1.035,0.9947,1.0000293766000001,60156435346.59499,2
USDT,2025-08-28,0.9999812878500001,1.008,0.9851,1.00002060815,55218783313.205,2
USDT,2025-08-29,1.00003343335,1.039,0.992,1.0000731443,71077953803.415,2
USDT,2025-08-30,1.0000733672,1.0013090701,0.9869,1.0000284210000001,41153928858.69,2
USDT,2025-08-31,1.0000993713500002,1.024,0.9958,1.0000299409,40634775472.69,2
USDT,2025-09-01,0.99997804845,1.006,0.982,1.00002328835,61307388696.885,2
USDT,2025-09-02,0.9999641356,1.005,0.9747,0.99999870685,62906484015.32,2
USDT,2025-09-03,0.99996412135,1.008,0.9898,1.0002853595499999,53094581987.875,2
USDT,2025-09-04,1.0002789742,1.014,0.9875,1.0001531302,51106507001.245,2
USDT,2025-09-05,1.00014138465,1.025,0.996,0.9999750787,66073107405.009995,2
USDT,2025-09-06,0.9999749340499999,1.01,0.9985,1.0001108881,31840887362.0,2
USDT,2025-09-07,1.0001053566,1.004,0.9917,1.0000467077500002,35359970523.285,2
USDT,2025-09-08,1.0000477721499998,1.008,0.9871,0.9999530067,57395212005.885,2
USDT,2025-09-09,0.9999839188999999,1.016,0.9932,1.0000325692,62270751574.04,2
USDT,2025-09-10,1.0000354471500001,1.003,0.9735,1.00006917275,66550722447.0,2
USDT,2025-09-11,1.0000463475,1.001,0.9825,1.00013289655,60753637080.64,2
USDT,2025-09-12,1.0001350453,1.007,0.9893,1.00080899325,70669234515.17,2
USDT,2025-09-13,1.0007746171999998,1.022,0.9874,1.00015926335,59521448279.96001,2
USDT,2025-09-14,1.00065820855,1.008,0.9993,1.0007640925999999,52991340848.34499,2
USDT,2025-09-15,1.00075920055,1.013,0.992,1.0001651847500002,69606763706.95,2
USDT,2025-09-16,1.0001375525,1.002,0.9827,1.0002119872000002,58315860464.485,2
USDT,2025-09-17,1.0002755049999998,1.008,0.9854,1.000225077,77137122051.555,2
USDT,2025-09-18,1.0001982499,1.008,0.9919,1.0000634261,71120399513.595,2
USDT,2025-09-19,1.00009930985,1.016,0.9958,1.0007730011999998,56086530450.865,2
USDT,2025-09-20,1.0007828419,1.0012248584,1.0,1.00018777665,39410796744.395004,2
USDT,2025-09-21,1.00070194865,1.006,1.0,1.00071166105,42289761952.97,2
USDT,2025-09-22,1.00072529675,1.025,0.9944,1.0009891115,96120879327.49,2
USDT,2025-09-23,1.0010268585,1.012,0.9957,1.0000811917,64878135372.56,2
USDT,2025-09-24,1.0000811219,1.006,0.9807,1.0006321910999998,63966740092.53,2
USDT,2025-09-25,1.00063365445,1.042,0.997,1.0007353036,100949014470.55,2
USDT,2025-09-26,1.00070311545,1.007,0.9913,1.0007391347499999,77170771985.52,2
USDT,2025-09-27,1.00074261095,1.002,0.9957,1.0007297988,41584331762.21,2
USDT,2025-09-28,1.00073820675,1.002,0.9743,1.0006748607999998,46065434341.32,2
USDT,2025-09-29,1.0005948665,1.002,0.9765,1.00078052855,74799338377.48499,2
USDT,2025-09-30,1.0007342880499999,1.007,0.9885,1.00004813765,70808599981.41501,2
USDT,2025-10-01,1.0000568392,1.0010430908,0.9613,1.0007556982999999,80172268176.69499,2
USDT,2025-10-02,1.0007414285,1.005,0.982,1.0008538872,84743503066.48001,2
USDT,2025-10-03,1.00077877595,1.014,0.9764,1.0007470114,90357796057.695,2
USDT,2025-10-04,1.0007509888,1.004,0.9935,1.00067305185,49691491120.215,2
USDT,2025-10-05,1.00066520975,1.018,0.9897,1.00009893415,79304056754.36,2
USDT,2025-10-06,1.0000866469,1.013,0.9879,1.00060765445,84187703161.145,2
USDT,2025-10-07,1.0,1.001,1.0,1.0,371632404.94,1
XRP,2025-07-08,2.2740759265,2.3197077463,2.2500700712,2.3112337183,3096977786.69,1
XRP,2025-07-09,2.3111168591,2.429,2.298,2.40531810225,2754560862.1200004,2
XRP,2025-07-10,2.40531810225,2.569,2.395,2.5468413977,3285341264.08,2
XRP,2025-07-11,2.5468155577,2.976,2.512,2.73393191075,8626831597.65,2
XRP,2025-07-12,2.7339250614,2.848,2.664,2.738817846,4618200096.565,2
XRP,2025-07-13,2.738817846,2.895,2.725,2.8364705149000002,3854274733.425,2
XRP,2025-07-14,2.8364616474,3.035,2.823,2.95698850395,6772887268.445001,2
XRP,2025-07-15,2.9569419133,2.959,2.805,2.9194758618999996,4776914501.97,2
XRP,2025-07-16,2.91947388455,3.102,2.878,3.04020236885,4831277585.120001,2
XRP,2025-07-17,3.04018890565,3.552,2.989,3.4895642775,10508356483.385,2
XRP,2025-07-18,3.4894584855,3.665,3.346,3.41710592515,10056656274.34,2
XRP,2025-07-19,3.41708005335,3.487,3.356,3.4282027998,3642843483.715,2
XRP,2025-07-20,3.42819250405,3.559,3.388,3.45776461005,4742673257.565,2
XRP,2025-07-21,3.45776902185,3.652,3.41,3.5538823709000003,5236902913.195,2
XRP,2025-07-22,3.5538186996,3.581,3.424,3.55183781635,4893067718.275001,2
XRP,2025-07-23,3.5518361715999998,3.554,3.05,3.1854648084,7379949535.635,2
XRP,2025-07-24,3.1854700871999997,3.268,2.96,3.1454472746,6738374688.66,2
XRP,2025-07-25,3.1454457085499996,3.163,3.001,3.1423600726,4756301103.78,2
XRP,2025-07-26,3.1423421864999996,3.219,3.109,3.1672671160499997,2213744553.485,2
XRP,2025-07-27,3.1672096573,3.252,3.158,3.2406410188,2680329734.19,2
XRP,2025-07-28,3.24062467215,3.332,3.108,3.11942090225,4361505473.495,2
XRP,2025-07-29,3.11945081825,3.186,3.054,3.1282156366000002,3382588155.325,2
XRP,2025-07-30,3.1282156366000002,3.162,3.001,3.09718807055,3544780590.415,2
XRP,2025-07-31,3.09713810995,3.177,3.012,3.0240847831,2932711678.36,2
XRP,2025-08-01,3.0240560697500003,3.058,2.893,2.96229844175,5144598752.505,2
XRP,2025-08-02,2.9622420393,3.019,2.74,2.7676860743500002,3693576161.315,2
XRP,2025-08-03,2.7677172841,2.962,2.728,2.94927199105,2934805909.6200004,2
XRP,2025-08-04,2.9492748026999998,3.091,2.932,3.07240524325,3285239732.5550003,2
XRP,2025-08-05,3.0724026607,3.106,2.916,2.9628741017999998,3099397354.5350003,2
XRP,2025-08-06,2.9628746668000003,3.019,2.902,2.9914440844500003,2515960598.36,2
XRP,2025-08-07,2.9914432689500003,3.334,2.965,3.31910379235,4378140646.125,2
XRP,2025-08-08,3.3191204263499996,3.383,3.204,3.28655981875,5793052237.785,2
XRP,2025-08-09,3.2865240709,3.348,3.211,3.2274417118,3081685031.245,2
XRP,2025-08-10,3.2274399466999997,3.279,3.153,3.18792822775,2930381486.785,2
XRP,2025-08-11,3.18793403415,3.333,3.119,3.1322569731999996,4630886350.85,2
XRP,2025-08-12,3.13224627705,3.305,3.105,3.2667530882999998,4716925154.675,2
XRP,2025-08-13,3.26675489645,3.334,3.203,3.27829564485,4725842878.715,2
XRP,2025-08-14,3.2782865536,3.352,3.007,3.08276090935,6539865896.825,2
XRP,2025-08-15,3.08277792055,3.145,3.004,3.0793336643,3774434751.0950003,2
XRP,2025-08-16,3.07933439465,3.158,3.074,3.1075698093,2197794667.395,2
XRP,2025-08-17,3.1075640256500003,3.149,3.079,3.08952062975,1963634392.96,2
XRP,2025-08-18,3.089521199,3.098,2.942,3.06174134795,4309602849.3,2
XRP,2025-08-19,3.06174360825,3.082,2.849,2.8564619901999997,3788050738.71,2
XRP,2025-08-20,2.8565328801999996,2.991,2.819,2.950874541,3763397721.345,2
XRP,2025-08-21,2.950874541,2.958,2.842,2.8507369916,2502014994.135,2
XRP,2025-08-22,2.8507565272999997,3.104,2.782,3.07438636785,5417649883.839999,2
XRP,2025-08-23,3.0743877515999998,3.0757881624,2.968,3.0471069432,2507540324.09,2
XRP,2025-08-24,3.0471130943,3.127,2.989,3.0254347456,3423956636.495,2
XRP,2025-08-25,3.0254386117000003,3.053,2.824,2.8601362175,3997015426.145,2
XRP,2025-08-26,2.8601291375,3.082,2.848,3.01260902265,3764354404.925,2
XRP,2025-08-27,3.0126159474,3.045,2.962,2.9678088822,3563260793.4799995,2
XRP,2025-08-28,2.9678599391500002,3.026,2.943,2.9665474868,3173572805.23,2
XRP,2025-08-29,2.9665247513,2.976,2.774,2.8209785206999998,4541520200.57,2
XRP,2025-08-30,2.8209665360000002,2.835,2.762,2.81809285285,2004399813.6000001,2
XRP,2025-08-31,2.81809548005,2.869,2.771,2.7763207488,1749115863.665,2
XRP,2025-09-01,2.7763406048499997,2.839,2.7,2.75584730675,4288539880.6549997,2
XRP,2025-09-02,2.7559189650500002,2.864,2.749,2.86192926635,3976534699.52,2
XRP,2025-09-03,2.8619238588,2.887,2.812,2.84494756285,2384201179.935,2
XRP,2025-09-04,2.84495233855,2.862,2.785,2.79541388165,2598413761.3450003,2
XRP,2025-09-05,2.79540846875,2.885,2.778,2.8151240165,3656796445.585,2
XRP,2025-09-06,2.8151240165,2.829,2.793,2.81042761445,1106583509.635,2
XRP,2025-09-07,2.81042761445,2.927,2.81,2.8777811267,2059320153.0649998,2
XRP,2025-09-08,2.8777779290499996,2.996,2.863,2.97020040695,3304746039.3999996,2
XRP,2025-09-09,2.97020156755,3.037,2.935,2.9468071543,3176158999.4849997,2
XRP,2025-09-10,2.9468048641999998,3.029,2.936,2.9828538999500003,2343142842.93,2
XRP,2025-09-11,2.9828628068,3.05,2.957,3.04096688025,2868794397.24,2
XRP,2025-09-12,3.0409709458,3.139,3.018,3.10732110515,3387365633.37,2
XRP,2025-09-13,3.1073089931,3.187,3.09,3.12123360085,3004343455.3250003,2
XRP,2025-09-14,3.12122327735,3.128,3.012,3.0307626646,2564797474.965,2
XRP,2025-09-15,3.03076076585,3.068,2.955,2.99705474105,3311457545.2149997,2
XRP,2025-09-16,2.9970554308499997,3.059,2.965,3.0382467864500002,2581762006.87,2
XRP,2025-09-17,3.0382462158,3.108,2.982,3.084995938,3517211762.555,2
XRP,2025-09-18,3.08497480025,3.141,3.057,3.0751346582999997,3424333695.775,2
XRP,2025-09-19,3.0751364863,3.095,2.981,2.99142617755,2728779279.125,2
XRP,2025-09-20,2.9914158902,3.011,2.968,2.97795928125,1652435782.67,2
XRP,2025-09-21,2.9779652499,3.015,2.954,2.9727047101,1602615933.0600002,2
XRP,2025-09-22,2.9727093248500003,2.977,2.711,2.85400484105,5359666959.88,2
XRP,2025-09-23,2.85401262375,2.898,2.802,2.82657833505,2933333474.855,2
XRP,2025-09-24,2.82656023915,2.997,2.79,2.92701737365,3347169280.565,2
XRP,2025-09-25,2.9270272476,2.945,2.726,2.74365926745,4983361122.514999,2
XRP,2025-09-26,2.74368221245,2.811,2.7,2.7854061530000003,4321961294.015,2
XRP,2025-09-27,2.7854021817500003,2.83,2.763,2.8068677242,1571142186.6149998,2
XRP,2025-09-28,2.8068571922,2.869,2.767,2.86779292895,1775911531.065,2
XRP,2025-09-29,2.86779345415,2.93,2.847,2.8818462067499997,2829036614.705,2
XRP,2025-09-30,2.8818316318,2.909,2.814,2.8469654295,2685794562.67,2
XRP,2025-10-01,2.84697099485,2.963,2.815,2.94813905855,3396096276.525,2
XRP,2025-10-02,2.94814718505,3.103,2.942,3.03966219745,4009928618.14,2
XRP,2025-10-03,3.03967128315,3.097,3.006,3.0414404238,3759534519.69,2
XRP,2025-10-04,3.0414433015,3.054,2.94,2.9696745356500003,2266989675.955,2
XRP,2025-10-05,2.9696725171500002,3.072,2.948,2.9703206725999998,2965509043.8900003,2
XRP,2025-10-06,2.9703083193,3.052,2.957,2.9898583201999998,3433580659.0299997,2
XRP,2025-10-07,2.989,3.003,2.873,2.88,324922735.74,1
